incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
EI%20259%20White%20Fleet%2003_OCT_2025,BSEE,anthropic,2025-10-03,Gulf of America - Eugene Island Block 259,"White Fleet Operating, LLC",Loss of Containment - Pipe Movement,Personnel Injury - Pinch Point,"On October 3, 2025, at approximately 1230 hours, a contract fitter sustained a severe injury to his right leg during decommissioning operations on the White Fleet Operating OCS-G00985 Eugene Island 259 C Facility. While attempting to install stabilizing brackets to support piping during platform removal operations, a section of 8-inch pipe was cut approximately 20 feet away from the CF. Once the section was cut, the remaining pipe shifted and slid towards the CF, pinning his right leg between a flange on the cut pipe and the piping the CF's leg was draped across. The CF suffered multiple fractures of the right femur. The incident was caused by inadequate job instructions and failure to communicate crew locations, and inadequate hazard analysis that failed to address potential pipe movement due to stored energy.",data/structured/incidents/anthropic/EI%20259%20White%20Fleet%2003_OCT_2025.json
EI%20259C_Cox_13-OCT-2023_EV2010R,BSEE,anthropic,2023-10-13,Gulf of Mexico - Eugene Island Block 259,"Cox Operating, L.L.C.",Fall from Height,Personnel Injury - Fall from Height,"On October 13, 2023, at approximately 1745 hours, a crane mechanic fell approximately 96 ft from the gantry of a crane into the water at Cox Operating's Eugene Island 259 C Facility. While attempting to replace the auxiliary winch, the crane mechanic positioned himself over the handrail without wearing a safety harness or life vest to remove a brace blocking the winch installation. When the second bolt broke, the brace detached and contacted the crane mechanic, causing him to fall over the handrails. He suffered a fractured rib, dislocated shoulder, and internal bleeding.",data/structured/incidents/anthropic/EI%20259C_Cox_13-OCT-2023_EV2010R.json
EI%20307%20Guardian%2017_MAR_2025,BSEE,anthropic,2025-03-17,"Gulf of America, Eugene Island Block 307, Area EI","Guardian Decommissioning, Inc.",Dropped Object,Near Miss - Dropped Object,"On 17 March 2025 at 2140 hours, during well abandonment operations at Eugene Island Block 307A, a single joint of 3.5-inch pipe fell approximately 40 feet to the deck. The incident occurred when a crane operator, without clear line of sight, lowered the pipe onto a Self-Retracting Lifeline (SRL) Arm in an elevated hydraulic jack basket. When the floor hand pushed the pipe off the SRL arm, the impact caused worn elevator doors to open, releasing the pipe. Two workers in the area moved out of the way before the pipe struck a hydraulic hose and fire extinguisher handle. No injuries or pollution occurred; damages totaled $4,000.",data/structured/incidents/anthropic/EI%20307%20Guardian%2017_MAR_2025.json
EV2010R%20-%20GB%20215,BSEE,anthropic,2025-07-17,Gulf of America - Garden Banks Block 215,Anadarko Petroleum Corporation,Loss of Containment,Equipment Failure - Hose Rupture,"On 17 July 2025 at 0752 hours, during workover operations at Garden Banks Block 215, a 0.375-inch high-pressure hose ruptured while blowing down a coil tubing reel with nitrogen. The ruptured hose struck a Noble Assistant Driller on his left arm and an Oil States employee on the left side of his face. A Schlumberger Operator injured his knee while moving to avoid being struck. All three injuries were classified as First Aid Only. Laboratory analysis determined the hose failed due to chlorides corrosion coupled with rapid oxidation of wire reinforcement strands. The 3000 psi rated hose had only been in use for approximately 6 months and was pressurized to 2400 psi when it ruptured. Investigation found no safety restraints were installed on the manifold as recommended in Oil States Standard Operating Procedure, and there was no established hose inspection procedure or preventative maintenance program in place.",data/structured/incidents/anthropic/EV2010R%20-%20GB%20215.json
EV2010R%20-%20MC%20773,BSEE,anthropic,2025-07-16,"Gulf of America, Mississippi Canyon Block 773",Eni US Operating Co. Inc.,Structural Failure,Structural Damage - Walkway Detachment,"On 16 July 2025 at 1810 hours, an external walkway platform on the third floor of a Temporary Living Quarters (TLQ) at Devils Tower SPAR platform unexpectedly detached from the TLQ structure by 12-18 inches while three Nabors employees were standing on it. The walkway remained held by stanchions and stairway connections. Investigation revealed inadequate welded tabs that lacked sufficient surface area for long-term support, combined with 23 years of marine corrosion and fatigue. The TLQ was originally designed as temporary housing in 2002 but remained in service. Visual-only inspections failed to detect weld deterioration. No injuries or dropped objects occurred due to immediate securing actions.",data/structured/incidents/anthropic/EV2010R%20-%20MC%20773.json
EV2010R%20-%20VR%2038,BSEE,anthropic,2025-07-12,"Gulf of America, Vermilion Block 38, Lease 00204",Chevron U.S.A. Inc.,Loss of Structural Integrity,Equipment Failure - Crane Lifting Pin,"On July 12, 2025, at approximately 3:30 p.m., a casing lifting pin failed during well abandonment operations on the VR-38M platform. The 2-inch diameter lifting pin bent into a U-shape under excessive load and struck a Supreme Services employee in the face, causing severe injuries including subdural hematoma, skull fracture, and facial bone fractures. The incident occurred when the crane operator attempted to lift stuck 7-inch casing using the main hoist. Investigation revealed the casing became stuck because a spool riser with 11.00-inch inside diameter was installed over a seal ring with 11.44-inch outside diameter. The lifting pin failed at an estimated load exceeding 102,000 pounds, well above its 60,000-pound safe working load limit. Contributing factors included improper sling installation with D-rings not adjacent to the casing, exceeding the approved lift plan's maximum weight capacity of 24,255 pounds, and failure to call an all-stop when the casing became stuck.",data/structured/incidents/anthropic/EV2010R%20-%20VR%2038.json
EV2010R%20-%20WR%20249,BSEE,anthropic,2025-04-28,"Gulf of America, Walker Ridge Area Block 249",Murphy Exploration & Production Company,Loss of Containment,Explosion,"On April 28, 2025, a nitrogen bottle exploded on the BW Pioneer FPSO during refilling operations. The bottle, rated for 2,400 psi, was mistakenly filled to over 5,000 psi because it was misidentified as a 6,000 psi bottle. The incorrect 9,000 psi relief valve installed during maintenance in December 2023 failed to prevent overpressurization. The explosion caused structural damage to the bottle rack, damaged nearby equipment including a diesel tank, and injured a crane operator with shrapnel, causing hearing impairment and minor bruises.",data/structured/incidents/anthropic/EV2010R%20-%20WR%20249.json
GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024,BSEE,anthropic,2024-02-07,Gulf of Mexico - Galveston Area Block A 244,"Williams Oil Gathering, L.L.C.",Fall from Height,Lost Time Injury,"On February 7, 2024, at approximately 09:30 am, a Danos contractor sustained a lost time injury (broken leg and ankle) when an inadequately built scaffolding ladder shifted while he was climbing it on the third rung. The ladder had been placed out of service on January 1, 2024, when the Self-Retracting Lanyard and scaffold tag were removed, but no visual identifiers marked it as OOS. The ladder had only two attachment points and was improperly constructed. The injured person jumped to the deck when the ladder shifted, sustaining injuries to both lower legs. Multiple systemic failures contributed including inadequate communication between operators and contractors, lack of bridging documents, no operator involvement in JSA processes, improper equipment inspection and maintenance, and inadequate fall protection equipment.",data/structured/incidents/anthropic/GA%20A%20244-JP%20Williams%20Oil%20Gathering%2007-Feb-2024.json
GB%20259%20Hess%2002-JUN-2025,BSEE,anthropic,2025-06-02,Gulf of America - Garden Banks Block 259,Hess Corporation,Loss of Containment - Human Injury,Hand injury - partial amputation,"On 02 June 2025, a Transocean Second Engineer sustained a hand injury during drilling operations at Garden Banks Block 259. While checking the tension on an air handling unit (AHU) belt in the Mud Module Electrical Room, he placed his left hand on a moving belt without proper lockout/tagout isolation. His hand was drawn between the belt and pulley, resulting in partial amputation of the left hand middle and ring fingertips. The engineer had shut off power but did not perform full energy isolation, worked without supervision, and did not communicate his task change to his supervisor. He was evacuated and treated for amputation of distal ends of middle and ring fingers with open non-displaced fractures.",data/structured/incidents/anthropic/GB%20259%20Hess%2002-JUN-2025.json
GB%20668%20Anadarko%2015-Nov-2024,BSEE,anthropic,2024-11-15,Gulf of America - Garden Banks Block 668,Anadarko Petroleum Corporation (OXY),Loss of Containment,Gas Release,"On 15 November 2024 at 0837 hours, a gas release occurred in the shaker house onboard the Valaris DS-16 drillship during well abandonment operations at Garden Banks 668. While attempting to bullhead well SS011, a hydrate plug formed in the production tubing. The crew displaced the landing string and kill line with nitrogen to dissipate the hydrate, then attempted to displace back to 12.2 ppg CaBr2. During this displacement, the liquid leg of the mud gas separator was compromised, allowing hydrocarbon gas to bypass the separator and enter the shaker house, triggering a hydrocarbon alarm and requiring full crew muster. Gas levels returned to zero and operations resumed without further issues.",data/structured/incidents/anthropic/GB%20668%20Anadarko%2015-Nov-2024.json
GB-216_Tranocean_21-APR-2023,BSEE,anthropic,2023-04-21,Gulf of Mexico - Garden Banks Block 216,Hess Corporation,Loss of Containment,Unplanned Discharge,"On 21 April 2023 at 0938 hours, the TO Discoverer Inspiration drillship experienced an intense frontal passage with 67 knot winds during well abandonment operations. The drillship began drifting off location, requiring activation of the Emergency Disconnect System (EDS). This resulted in discharge of 513 barrels of calcium bromide into Gulf of Mexico waters. Two thrusters (#4 and #6) were operating at reduced power during the event for unknown reasons. No injuries, muster, or equipment damage occurred. The EDS performed as intended.",data/structured/incidents/anthropic/GB-216_Tranocean_21-APR-2023.json
GB-506_Talos_20-MAR-2024_EV2010R,BSEE,anthropic,2024-03-20,"Gulf of Mexico, Garden Banks Block 506",Talos ERT LLC,Personnel Injury,Fall from Height - Shoulder Injury,"On 20 March 2024 at approximately 0705 hours, a Schlumberger Pump Operator sustained a left shoulder injury on the Helix Q-4000 semisubmersible vessel during well workover operations. The injured party attempted to jump across a four-foot gap with a one-foot eight-inch rise in elevation from the Coil Tubing Control Cabin to the Coil Tubing Reel Platform to install a Universal Tubing Length Monitor. During the transition, the IP lost his footing and started to fall. He grabbed the Coil Tubing Cabin crash frame with his left hand, injuring his left shoulder. The IP was wearing fall protection harness with self-retracting lanyard. Investigation determined the IP failed to follow the Job Safety Analysis which required use of a ladder for access.",data/structured/incidents/anthropic/GB-506_Talos_20-MAR-2024_EV2010R.json
GC%20432%20Murphy%2017-Feb-2025,BSEE,anthropic,2025-02-17,"Gulf of America, Green Canyon Block 432",Murphy Exploration & Production Company,Uncontrolled Descent of Man Rider,Personnel Handling Incident,"On February 17, 2025, an Expro Americas Inc. employee was using a man rider on the Noble Globetrotter 1 drillship to access the Coil Tubing Lift Frame at approximately 100 feet to tighten a leaking hydraulic hose. After completing the task, the man rider began descending at an accelerated uncontrolled rate. The hoist operator attempted to stop the descent by moving controls to hoist position and reaching for the emergency stop, but the employee reached the rig floor before the stop could be activated. Investigation revealed the OEM Programming and Control Logic had been altered from Default to Warning settings, bypassing critical safety systems including slack line detection, travel limits, and encoder performance monitoring. This prevented the load brakes from engaging. Environmental degradation of the drive motor and encoder, inadequate preventive maintenance, and insufficient third-party inspections were contributing factors. The employee was medically cleared for full duty.",data/structured/incidents/anthropic/GC%20432%20Murphy%2017-Feb-2025.json
